id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
174,AGNES NYIRABAGENZI,agnes.nyirabagenzi@parliament.gov.rw,,RPF,rpf,Southern,Chamber of Deputies,3,,,,
87,Abbas MUKAMA,abbas.mukama@parliament.gov.rw,,PDI,pdi,Western Province,Chamber of Deputies,3,,,,
2,Adolphe BAZATOHA,adolphe.bazatoha@parliament.gov.rw,,PSD,psd,Kigali,Chamber of Deputies,3,,,,
126,Agnès MUKAZIBERA,agnes.mukazibera@parliament.gov.rw,,RPF,rpf,Kigali,Chamber of Deputies,3,,,,
59,Alfred KAYIRANGA RWASA,alfred.kayiranga@parliament.gov.rw,,RPF,rpf,Western Province,Chamber of Deputies,3,,,,
114,Alphonsine MUKARUGEMA,alphonsine.mukarugema@parliament.gov.rw,,RPF,rpf,Southern Province,Chamber of Deputies,3,,,,
153,Amiel NGABO,amiel.ngabo@parliament.gov.rw,,RPF,rpf,Northern  Province,Chamber of Deputies,3,,,,
330,Anitha MUTESI,anitha.mutesi@parliament.gov.rw,,Women,women,Eastern,Chamber of Deputies,3,,,,
309,Annonciata MUKARUGWIZA,annonciata.mukarugwiza@parliament.gov.rw,,Women,women,Eastern,Chamber of Deputies,3,,,,
264,Annoncée MANIRARORA,annoncee.manirarora@parliament.gov.rw,,Women,women,Kigali,Chamber of Deputies,3,,,,
6,Athanasie GAHONDOGO,athanasie.gahondogo@parliament.gov.rw,,RPF,rpf,Southern Province,Chamber of Deputies,3,,,,
180,Athanasie NYIRAGWANEZA,athanasie.nyiragwaneza@parliament.gov.rw,,Women,women,Eastern  Province,Chamber of Deputies,3,,,,
75,Berthe MUJAWAMARIYA,berthe.mujawamariya@parliament.gov.rw,,Women,women,Eastern  Province,Chamber of Deputies,3,,,,
258,Chantal KABASINGA,chantal.kabasinga@parliament.gov.rw,,Women,women,Northern,Chamber of Deputies,3,,,,
267,Christine MUHONGAYIRE,christine.muhongayire@parliament.gov.rw,,Women,women,Southern,Chamber of Deputies,3,,,,
