id,name,image,phone,email,facebook,twitter,source,identifier__riigikogu
01e6473e-8d4d-4b94-9266-0e5082e94942,Andres Ammas,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/dc22ca97-e64f-493e-9a5c-c7b6a327435e.jpg,6316680,andres.ammas@riigikogu.ee,https://www.facebook.com/andres.ammas?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/01e6473e-8d4d-4b94-9266-0e5082e94942/Andres-Ammas,01e6473e-8d4d-4b94-9266-0e5082e94942
03cb82b4-1b8b-45a8-8660-07baefea12fd,Märt Sults,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5f5ecd31-80f7-406f-b690-908cdf3af356.jpg,6316625,mart.sults@riigikogu.ee,https://www.facebook.com/mart.sults?fref=ts,https://twitter.com/martsults,https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/03cb82b4-1b8b-45a8-8660-07baefea12fd/M%C3%A4rt-Sults,03cb82b4-1b8b-45a8-8660-07baefea12fd
059a2370-53f7-480c-9700-8d33d0496560,Tanel Talve,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/f5ff4404-62f5-4780-9168-ad24b473dc6a.jpg,6316566,tanel.talve@riigikogu.ee,https://www.facebook.com/tanel.talve,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/059a2370-53f7-480c-9700-8d33d0496560/Tanel-Talve,059a2370-53f7-480c-9700-8d33d0496560
07132cc4-5afc-4edb-9537-7c721ec39b2d,Enn Eesmaa,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/bb3a9ee8-c3b8-47da-890e-eb7a35044337.jpg,6316311,enn.eesmaa@riigikogu.ee,"","",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/07132cc4-5afc-4edb-9537-7c721ec39b2d/Enn-Eesmaa,07132cc4-5afc-4edb-9537-7c721ec39b2d
08134982-2ac6-436c-ad8f-8f941ca41d3c,Viktoria Ladõnskaja,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/26c6d59f-8c75-4be9-951f-38f402789297.jpg,6316575,viktoria.ladonskaja@riigikogu.ee,https://www.facebook.com/viktorialadonskaja?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/08134982-2ac6-436c-ad8f-8f941ca41d3c/Viktoria-Lad%C3%B5nskaja,08134982-2ac6-436c-ad8f-8f941ca41d3c
09500870-255e-416d-8eda-f80e9929adda,Jüri Jaanson,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5d13eec1-c71d-4223-941e-af6a46744ac8.jpg,6316568,jyri.jaanson@riigikogu.ee,https://www.facebook.com/juri.jaanson?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/09500870-255e-416d-8eda-f80e9929adda/J%C3%BCri-Jaanson,09500870-255e-416d-8eda-f80e9929adda
0c571754-914d-406a-baba-6734212353de,Urve Tiidus,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/b3b7e86b-a159-49c7-880b-c8a238f2e6dd.jpg,6316642,urve.tiidus@riigikogu.ee,"",https://twitter.com/#!/urvetiidus,https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/0c571754-914d-406a-baba-6734212353de/Urve-Tiidus,0c571754-914d-406a-baba-6734212353de
0c8c32b6-5add-4058-acb8-c76822d1d06b,Lauri Luik,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/0920107a-b061-47d9-8913-8b1ff853ca76.jpg,6316425,lauri.luik@riigikogu.ee,http://www.facebook.com/profile.php?id=669865682&ref=ts,http://twitter.com/#!/lauriluik,https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/0c8c32b6-5add-4058-acb8-c76822d1d06b/Lauri-Luik,0c8c32b6-5add-4058-acb8-c76822d1d06b
103bdae6-c980-4bd4-8e57-e8af4df13f4b,Ants Laaneots,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/9919f729-84f3-4ab3-9211-b1c3a50cf36a.jpg,6316624,ants.laaneots@riigikogu.ee,"","",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/103bdae6-c980-4bd4-8e57-e8af4df13f4b/Ants-Laaneots,103bdae6-c980-4bd4-8e57-e8af4df13f4b
124415a9-7640-4ec6-aa07-fc402b67af56,Anne Sulling,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/a796a6c1-30a2-4270-9087-797a0d2a973c.jpg,6316468,anne.sulling@riigikogu.ee,https://www.facebook.com/anne.sulling,https://twitter.com/annesulling,https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/124415a9-7640-4ec6-aa07-fc402b67af56/Anne-Sulling,124415a9-7640-4ec6-aa07-fc402b67af56
13ae3199-f2e4-4b49-a73b-f2880451da33,Peep Aru,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/a5b93b1a-716b-4dcf-aba8-9ddcce524f11.jpg,6316459,peep.aru@riigikogu.ee,"","",http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/13ae3199-f2e4-4b49-a73b-f2880451da33/Peep-Aru,13ae3199-f2e4-4b49-a73b-f2880451da33
13fe7449-a3ec-4e2e-86aa-256d8ce8475c,Jaanus Marrandi,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/f3efcbe8-7469-453b-bad1-3fa9a069fab5.jpg,6316573,jaanus.marrandi@riigikogu.ee,http://www.facebook.com/profile.php?id=100000899253355&ref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/13fe7449-a3ec-4e2e-86aa-256d8ce8475c/Jaanus-Marrandi,13fe7449-a3ec-4e2e-86aa-256d8ce8475c
149dab3f-f850-4eb3-bf03-0890ce9090c1,Marko Šorin,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/a7c9bfd6-c244-43bd-b03b-5e7e9d22887d.jpg,6316665,marko.sorin@riigikogu.ee,https://www.facebook.com/edukas.sindi,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/149dab3f-f850-4eb3-bf03-0890ce9090c1/Marko-%C5%A0orin,149dab3f-f850-4eb3-bf03-0890ce9090c1
18360e3e-b776-4fa1-a361-5d9c287a89a7,Erki Savisaar,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/361e6b8b-7398-4dc6-909a-186de379ddee.jpg,6316693,erki.savisaar@riigikogu.ee,https://www.facebook.com/erki.savisaar?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/18360e3e-b776-4fa1-a361-5d9c287a89a7/Erki-Savisaar,18360e3e-b776-4fa1-a361-5d9c287a89a7
1a847bf9-89b0-40b5-ad0f-36e8d41ebe20,Külliki Kübarsepp,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/13e7cad8-5380-43de-abdf-94f7fbfbe949.jpg,6316626,kylliki.kybarsepp@riigikogu.ee,https://www.facebook.com/kyllikikybarsepp?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/1a847bf9-89b0-40b5-ad0f-36e8d41ebe20/K%C3%BClliki-K%C3%BCbarsepp,1a847bf9-89b0-40b5-ad0f-36e8d41ebe20
1d0b281d-b769-4e94-8c67-faa1cb1b1395,Helmen Kütt,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/011a9bed-d7eb-48c9-b448-024063027391.jpg,6316490,helmen.kytt@riigikogu.ee,https://www.facebook.com/Helmen.Kytt?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/1d0b281d-b769-4e94-8c67-faa1cb1b1395/Helmen-K%C3%BCtt,1d0b281d-b769-4e94-8c67-faa1cb1b1395
23161df7-bc1b-442e-b4cd-2d1f37627658,Helir-Valdor Seeder,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/d31f89ff-fd09-42b0-9f84-1000a77242a5.jpg,6316557,helir-valdor.seeder@riigikogu.ee,https://www.facebook.com/helirvaldor.seeder,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/23161df7-bc1b-442e-b4cd-2d1f37627658/Helir-Valdor-Seeder,23161df7-bc1b-442e-b4cd-2d1f37627658
233ac42e-573c-400e-8568-0ac3d4c107f9,Aadu Must,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/68d27c93-66c5-4255-9af3-457a8b5ce77c.jpg,6316480,aadu.must@riigikogu.ee,https://www.facebook.com/profile.php?id=100000744087901&fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/233ac42e-573c-400e-8568-0ac3d4c107f9/Aadu-Must,233ac42e-573c-400e-8568-0ac3d4c107f9
24ddd323-b871-400f-9649-7aa6e76a260d,Inara Luigas,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/e3042208-f15d-401f-b859-bf98e4de607b.jpg,6316674,inara.luigas@riigikogu.ee,https://www.facebook.com/people/Inara-Luigas/100001360089304,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/24ddd323-b871-400f-9649-7aa6e76a260d/Inara-Luigas,24ddd323-b871-400f-9649-7aa6e76a260d
289fc421-d890-4401-ba74-4dc6813f0403,Liisa-Ly Pakosta,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/default-user.jpg,6316425,Liisa.Pakosta@riigikogu.ee,https://www.facebook.com/liisa.pakosta,http://twitter.com/Liisapakosta,https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/289fc421-d890-4401-ba74-4dc6813f0403/Liisa-Ly-Pakosta,289fc421-d890-4401-ba74-4dc6813f0403
29e61beb-0bb5-4d05-929a-1976f3642699,Valeri Korb,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/61a7d20b-a761-4143-8b50-d4f8220291b7.jpg,6316684,valeri.korb@riigikogu.ee,https://www.facebook.com/korbvaleri?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/29e61beb-0bb5-4d05-929a-1976f3642699/Valeri-Korb,29e61beb-0bb5-4d05-929a-1976f3642699
2dcb35ed-acbc-4bcf-9e9d-9da681842d6d,Aivar Kokk,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5489f095-34b5-42b6-a2f4-f0c7b89315df.jpg,6316500,aivar.kokk@riigikogu.ee,https://www.facebook.com/aivar.kokk,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/2dcb35ed-acbc-4bcf-9e9d-9da681842d6d/Aivar-Kokk,2dcb35ed-acbc-4bcf-9e9d-9da681842d6d
312dba1d-041b-4add-a41e-cebf0346434e,Hardi Volmer,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/2a7a812a-c29e-4d59-a443-9a8314c6c8f2.jpg,6316639,hardi.volmer@riigikogu.ee,https://www.facebook.com/hardi.volmer?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/312dba1d-041b-4add-a41e-cebf0346434e/Hardi-Volmer,312dba1d-041b-4add-a41e-cebf0346434e
315ea785-8f59-40e5-a158-3de8b908572f,Maris Lauri,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/546293dc-512d-485f-9a0c-95da3eb032ef.jpg,6316654,maris.lauri@riigikogu.ee,https://www.facebook.com/maris.lauri.5?fref=ts,https://twitter.com/marislauri,https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/315ea785-8f59-40e5-a158-3de8b908572f/Maris-Lauri,315ea785-8f59-40e5-a158-3de8b908572f
31eee189-0019-469f-8469-7da564bf1af9,Kalle Laanet,https://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/b962a720-0f68-4121-99d7-9e8db216e98c.jpg,6316607,kalle.laanet@riigikogu.ee,https://www.facebook.com/kalle.laanet?fref=ts,"",https://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/31eee189-0019-469f-8469-7da564bf1af9/Kalle-Laanet,31eee189-0019-469f-8469-7da564bf1af9
