uuid,female,male,other,skip,total
007673f7-ec39-4124-a175-338ee9c5a6b7,0,5,0,0,5
009c04c1-a125-441f-b193-13d2334a0002,0,5,0,0,5
010ca4a8-e4c5-41e4-b93e-8a3a43e4c599,0,5,0,0,5
02fe59c2-27ca-46e5-9501-f7ce5c492265,0,4,0,0,4
03173fbc-ae5e-4cea-b434-892ec7350d74,1,0,0,0,1
03c10119-cb85-4de9-b47c-d2e8aaf5b06f,0,3,0,1,4
04302356-6d05-4052-9526-fdb9d754792a,0,1,0,0,1
04ecf038-2ea9-4fd3-9903-09ae10e96b25,0,1,0,0,1
05cfb58a-8430-42c0-a7d1-332c6a54c88a,1,0,0,0,1
05d1ec59-1516-405d-aa66-ad2167c175d5,0,1,0,0,1
060fd154-cc38-45a0-84e3-6d9ecf1ce90e,0,4,0,0,4
0702c0cf-fe36-4909-b407-6071feecd946,0,4,0,0,4
08850708-4a5c-4dae-9519-3aa0bd423db5,0,5,0,0,5
0950caf0-1d2a-4191-852d-39669f905eb4,0,5,0,0,5
0c82d5ae-71ef-4160-97b3-d289dc55b482,0,4,0,0,4
0cc7d830-32c4-4a57-9037-1460dbc61ed6,0,4,0,0,4
0df4250f-6641-4458-ad97-daa4593cc231,0,4,0,0,4
0ecc8f63-bbec-4cbe-977e-d2b19ecc5e59,0,1,0,0,1
0fbe89dd-507f-4701-a6c8-7ed4162da96e,0,1,0,0,1
102d6ab9-c427-442c-ad9c-03602f261d38,1,0,0,0,1
10a8d15e-f2e3-4ac2-9e65-92fe981421ff,0,5,0,0,5
10b404bb-8745-43ee-b43a-823db639bbb4,0,4,0,0,4
111e7bf5-3354-4f91-beb2-07d701d96f69,1,0,0,0,1
120630cb-35c0-46cb-8832-5e95560cd39d,5,0,0,0,5
146c6ce5-3073-40a7-85b8-c3762a6664f3,0,4,0,0,4
1b8281c9-768a-40ce-907d-e521b25c4133,0,1,0,0,1
1e7b450d-e301-4dde-b8b3-cd5e683fdec7,0,5,0,0,5
216902a7-cc48-480d-930a-522a53e71c65,0,1,0,0,1
219eea5b-c197-4d5f-9e98-3c941bd2aa23,0,5,0,0,5
233ad6ad-0c10-4ee7-be31-ab2879d584c4,1,0,0,0,1
23fee834-e9fc-42ef-b31d-8591970b9d0a,0,1,0,0,1
2461057f-847f-425e-9e7d-5d807d2aa6d0,1,0,0,0,1
246e9c62-8210-4e81-8e1d-1c82d29f9285,0,4,0,0,4
2579b65e-e9d9-45d7-a9a6-5b6195e5e6a5,0,5,0,0,5
26aa6d8b-c722-4077-b62a-a74f35d5b6d9,1,0,0,0,1
26f475f3-9ccf-4a98-b29e-b1e5acb31c23,0,1,0,0,1
28a7d7fe-3cbb-4790-9860-28f2715d9632,0,4,0,0,4
2a574140-b321-451b-a07b-d9b32b394526,0,1,0,0,1
2c5b4f3e-5458-42f3-9e60-5bddfcb84dac,0,4,0,0,4
2df08265-914e-460b-a563-af88753dbfdc,0,1,0,0,1
2f7e806f-57c7-4604-bfb9-d1be7f5bc253,0,3,0,0,3
2fab2cba-f911-4dc6-a74f-d68bb4cebbcc,0,3,0,1,4
30efe959-a1d6-4ada-bc3f-1ac0be9d6422,0,1,0,0,1
33d01eac-5e9a-4b30-8aa4-132ecbb3dabe,0,5,0,0,5
34e9218b-8325-4c90-a20d-00accbc9f267,0,5,0,0,5
36ac900c-a837-4ac9-b6cb-b37939fdbe51,0,4,0,0,4
381817ff-3780-4ca0-865d-82911fcffdaa,0,1,0,0,1
381da872-bad2-4c0d-b3f8-972f5644e97c,0,4,0,0,4
39641240-4d93-4587-9f5b-1d4da49062d7,0,1,0,0,1
39aa61dd-cad6-47e1-9886-f8aae1abb7ed,0,4,0,0,4
3a3f626d-7a85-4a9c-8066-2e5947943b7b,1,0,0,0,1
3a6a8385-2cd7-455f-8f14-0cfb64877bf9,4,0,0,0,4
3c21b764-4d5c-481b-8d5a-6c81505ceb27,0,1,0,0,1
3cb29d48-fee1-4925-8ddc-6243a8730659,0,1,0,0,1
3d3f26c8-41bc-45f3-8dc1-d9424ac2e35f,1,0,0,0,1
412e4c5d-21d0-4f57-bccd-549e57f7a799,0,1,0,0,1
42c2a6cf-4989-426c-8aaf-ea13a90ffdfa,0,1,0,0,1
43bd38eb-4686-4ee6-a91b-d78b23b2067b,0,1,0,0,1
4497014d-efa1-4e68-a172-a43fc240518c,3,0,0,0,3
4706290a-bf82-488a-ace0-ae9838856132,0,1,0,0,1
47134a58-9106-45f6-a2d4-cffd2996db6c,0,1,0,0,1
488abf46-111f-416d-a3e4-bfb0b89b1762,0,1,0,0,1
48a9cb9a-c10e-45c4-80f3-8e045a1f61df,0,4,0,0,4
48ae8b16-4831-4d4a-8f70-2c8a318d8766,0,4,0,0,4
493a85e9-0e2e-4c20-859d-5fab1aa41f3d,0,4,0,0,4
4a251a50-14fb-4f7d-bd27-701f13fbb2f7,0,4,0,0,4
4dee1a90-5aac-4d4f-ad20-2c54f0da460d,1,0,0,0,1
4e509daa-0927-4e5c-901b-07cfeb0d1c93,0,5,0,0,5
4f7d6518-7622-4c49-802e-5b59e4364144,0,4,0,0,4
50173357-9974-4fbd-9627-b383c2ac7467,0,1,0,0,1
50bb1412-1517-466f-9993-c5469194ea02,0,4,0,0,4
5107f527-5083-461d-9940-22a6ec051b33,4,0,0,0,4
5472b4f8-1e3e-4553-8a2b-0e55dc3014be,0,4,0,0,4
54f2a985-e857-4e29-8d6d-d5dd3f8d876c,0,5,0,0,5
55084186-d1e2-4d28-9bf4-67296aae114b,0,3,0,0,3
56527dd4-8030-49ca-b206-fc7a132e0127,0,3,0,0,3
57760d84-7ca2-4081-a7fb-613be78df47d,4,0,0,0,4
586d03fe-df02-4bdb-a5c1-d2482d4ee41e,0,1,0,0,1
58b2611e-0acc-48cd-b006-e832c1f6eaa0,0,1,0,0,1
5ab71bd8-4958-4d66-b4a0-7ba1ba33aeaa,5,0,0,0,5
5bc95e8f-35d3-4013-88c5-71bc6464ed7c,5,0,0,0,5
5cad617b-83b5-468a-8940-0a5257899d12,0,4,0,1,5
5d5def31-8326-4648-b9c3-4f60c9e1c477,0,5,0,0,5
5d94607c-9e5c-4f7c-a6a8-ecad3ad144bb,0,4,0,0,4
5dc738d9-e5bb-4d84-9432-47771a062538,0,5,0,0,5
600428da-58c9-4205-9e72-bbe36615faa0,5,0,0,0,5
60ca9b3f-449e-4d1b-9d37-ef89af918126,0,5,0,0,5
61988f07-1f9f-40b5-9a60-2ee75c901cf4,0,1,0,0,1
62c585d1-35fc-4ce9-9130-d1b85ad8b881,0,1,0,0,1
63c28ebd-9fb4-48cc-a825-60ca0cb9fe0b,0,5,0,0,5
63e32fa8-c5c0-48ec-b519-1ebdeb359d0e,4,0,0,0,4
64f00984-7bd9-4f10-be92-0993ffe22116,0,4,0,0,4
6523d425-4e59-42d6-a3e7-53af4c4c739c,0,1,0,0,1
65634950-5f76-4da7-b86c-1c1076460f9e,0,4,0,0,4
65d466dd-827b-4ac7-a5c6-c1840ad87a06,0,1,0,0,1
665b5687-f829-4a51-b869-7b6fc0eae878,0,1,0,0,1
687be601-1a09-4a05-a883-d4fd4835b41b,0,1,0,0,1
6e7afd55-cc9a-4725-a041-cb24b5b607a1,0,5,0,0,5
6f47d2d2-cd34-48e4-9229-2b26f1e73dd7,0,1,0,0,1
70a103e4-3f5b-4c24-a6ac-bfdcefca3214,0,1,0,0,1
