id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
b166,Burány Sándor,sandor.burany@parlament.hu,,MSZP,MSZP,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303eb273a39033bab3679/image.79.jpeg,
b164,Dr. Botka László,,,MSZP,MSZP,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355d/image.jpeg,
l001,Dr. Latorcai János,janos.latorcai@parlament.hu,,KDNP,KDNP,,Országgyűlés,35,,1997-07-21,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e3/image.78.jpeg,
l001,Dr. Latorcai János,janos.latorcai@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,1997-09-07,,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e3/image.78.jpeg,
l001,Dr. Latorcai János,janos.latorcai@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,1997-09-23,,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e3/image.78.jpeg,
r315,Dr. Rubovszky György,gyorgy.rubovszky@parlament.hu,,KDNP,KDNP,,Országgyűlés,35,,1997-07-21,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e1/image.78.jpeg,
r315,Dr. Rubovszky György,gyorgy.rubovszky@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,1997-09-07,,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e1/image.78.jpeg,
s322,Dr. Selmeczi Gabriella,gabriella.selmeczi@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303de273a39033bab361f/image.78.jpeg,
s323,Dr. Semjén Zsolt,zsolt.semjen@parlament.hu,,KDNP,KDNP,,Országgyűlés,35,,1997-07-21,http://files.parldata.eu/hu/orszaggyules/people/550303f7273a39033bab36cd/image.81.jpeg,
s323,Dr. Semjén Zsolt,zsolt.semjen@parlament.hu,,MDF,MDF,,Országgyűlés,35,1997-11-03,,http://files.parldata.eu/hu/orszaggyules/people/550303f7273a39033bab36cd/image.81.jpeg,
a302,Dr. Áder János,,,Fidesz,Fidesz,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303c0273a39033bab3511/image.jpeg,
f319,Fodor Gábor,fodor.gabor@parlament.hu,,SZDSZ,SZDSZ,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303f5273a39033bab36bf/image.78.jpeg,
g363,Glattfelder Béla,,,Fidesz,Fidesz,,Országgyűlés,35,1994-12-01,,http://files.parldata.eu/hu/orszaggyules/people/550303be273a39033bab34fd/image.15.jpeg,
k382,Kiss Péter,,,MSZP,MSZP,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3561/image.jpeg,
k254,Korózs Lajos,korozs.lajos@parlament.hu,,MSZP,MSZP,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303e9273a39033bab3669/image.79.jpeg,
k325,Kósa Lajos,lajos.kosa@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303e1273a39033bab3637/image.77.jpeg,
k308,Kövér László,kover.laszlo@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,,1994-07-31,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363b/image.77.jpeg,
l269,Lezsák Sándor,sandor.lezsak@parlament.hu,,MDF,MDF,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363f/image.77.jpeg,
l269,Lezsák Sándor,sandor.lezsak@parlament.hu,,MDF,MDF,,Országgyűlés,35,1996-09-10,,http://files.parldata.eu/hu/orszaggyules/people/550303e2273a39033bab363f/image.77.jpeg,
n322,Németh Zsolt,zsolt.nemeth@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303de273a39033bab3617/image.77.jpeg,
o320,Orbán Viktor,viktor.orban@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,,,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35bb/image.78.jpeg,
v331,Varga Mihály,mihaly.varga@parlament.hu,,Fidesz,Fidesz,,Országgyűlés,35,1994-09-26,,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab3581/image.80.jpeg,
