id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
2433f849-5b66-476b-8560-fc5bc813662a,Bill Vakaafi Motufoou,Bill Vakaafi Motufoou,,,,Independent,independent,area/mutalau,Mutalau,Assembly,15,,,,male,Q4911209
45b1d413-c111-4e9d-90a4-35cb8943c1a9,Billy Graham Talagi,Billy Graham Talagi,,,,Independent,independent,area/avatele,Avatele,Assembly,15,,,,,
635aa6ac-82a7-40ef-b373-b5c53f3666da,Crossley Tatui,Crossley Tatui,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,,
895e393d-ad87-44d8-9d25-19fb2325f216,Dalton Tagelagi,Dalton Tagelagi,,,,Independent,independent,area/alofi_south,Alofi South,Assembly,15,,,,male,Q19876617
95471f12-f133-4f46-b650-a31d2017f85b,Dion Paki Taufitu,Dion Paki Taufitu,,,,Independent,independent,area/toi,Toi,Assembly,15,,,,,
0f69ff61-ede7-475e-9d74-6decc93df3ca,Esa Mona Ainu'u,Esa Mona Ainu'u,,,,Independent,independent,area/tuapa,Tuapa,Assembly,15,,,,,
58bdfc38-4a7d-4e3a-9498-b5ff0d4d993a,Fisa Igilisi Pihigia,Fisa Igilisi Pihigia,,,,Independent,independent,area/tuapa,Tuapa,Assembly,15,,,,,
eb9f6d25-0749-470d-8c87-7fc0670e5dac,"Jack Willie Lipitoa, QSM","Jack Willie Lipitoa, QSM",,,,Independent,independent,area/namukulu,Namukulu,Assembly,15,,,,,
2825c176-23e5-4252-90f2-b07790e6482c,Joan Sisiata Tahafa Viliamu,Joan Sisiata Tahafa Viliamu,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,female,Q16730306
3a98d3d6-42a2-4d3c-ba87-e831cf2986ae,Kupa Magatogia,Kupa Magatogia,,,,Independent,independent,area/lakepa,Lakepa,Assembly,15,,,,,
5232040f-4e0d-4a14-95d9-3aa17837d91c,Maureen Melekitama,Maureen Melekitama,,,,Independent,independent,area/mutalau,Mutalau,Assembly,15,,,,,
ef3d11bc-1f56-483b-9091-708b424b1c5a,Mititaiagimene Young Vivian,Mititaiagimene Young Vivian,,,,Independent,independent,area/hakupu,Hakupu,Assembly,15,,,https://upload.wikimedia.org/wikipedia/commons/a/a7/Young-Vivian-2006.jpg,male,Q508830
1ccc49be-fba9-474b-9c12-e028b43bb891,Naea Michael Jackson,Naea Michael Jackson,,,,Independent,independent,area/hakupu,Hakupu,Assembly,15,,,,,
f7ea710e-341f-453f-aa61-169dbdfcb15f,O'love Jacobsen,O'love Jacobsen,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,,
68f60167-934b-41d7-89b7-23c8cd22dbbf,Opili Talafasi,Opili Talafasi,,,,Independent,independent,area/hikutavake,Hikutavake,Assembly,15,,,,,
86205035-9a47-40d7-94fd-204bd43e162c,Peter Andrew Funaki,Peter Andrew Funaki,,,,Independent,independent,area/tamakautoga,Tamakautoga,Assembly,15,,,,,
65f769e8-1fdb-4dec-9972-3becd2f646e3,Pokotoa Sipeli,Pokotoa Sipeli,,,,Independent,independent,area/liku,Liku,Assembly,15,,,,male,Q251952
3c03be85-856a-460a-b99b-f4dc89a5b9f7,Sir Toke Talagi,Sir Toke Talagi,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,,
97b1bda1-748a-4be5-b931-a860ea92a4f2,Stanley Atuvaha Kalauni,Stanley Atuvaha Kalauni,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,,
94ba9b2b-2c3b-477b-9f3a-c7e8d6131ddb,Stanley Kalauni,Stanley Kalauni,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,,
48353385-ca1e-4746-924f-192f47340bfe,Talaititama Talaiti,Talaititama Talaiti,,,,Independent,independent,area/vaiea,Vaiea,Assembly,15,,,,,
6fd5a5e6-6a69-4702-8d45-0cba36927ddf,Terry Coe,Terry Coe,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,,
80aa531f-d157-4cbf-b5d4-4b91a99054ca,Terry Donald Coe,Terry Donald Coe,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,male,Q7704226
477030f6-fd85-44d8-9f75-118e1d0dd9e5,Tofua Puletama,Tofua Puletama,,,,Independent,independent,area/makefu,Makefu,Assembly,15,,,,,
17d1c196-37b4-4772-81da-e81339e32493,Togia Likalika Sioneholo,Togia Likalika Sioneholo,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,,male,Q7813183
e8756496-590f-4fe7-aca5-2445161df2d2,Toke Tufukia Talagi,Toke Tufukia Talagi,,,,Independent,independent,area/common_roll,Common Roll,Assembly,15,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Toke_Talagi.jpg,male,Q785548
ad03c9ec-fc45-4581-85b1-2e7dabd37cc0,Va’aiga Tukuitoga,Va’aiga Tukuitoga,,,,Independent,independent,area/alofi_north,Alofi North,Assembly,15,,,,female,Q16886221
