id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
e081756d-4c5d-4f69-9427-a14e233b774b,Anders C. Sjaastad,"Sjaastad, Anders C.",,,,Høyre,H,Os,Oslo,Storting,1993-97,,,,male
941634d4-8517-4992-9c6b-8dc0b02465df,Anders Talleraas,"Talleraas, Anders",,,,Høyre,H,MR,Møre og Romsdal,Storting,1993-97,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Anders_Talleraas_2009.jpg,male
093bf652-2c06-4b82-b7b5-d14d9d5948bd,Ane Sofie Tømmerås,"Tømmerås, Ane Sofie",,,,Arbeiderpartiet,A,Øs,Østfold,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AST&storrelse=middels,female
45b10bd8-fc7f-4ac1-b346-1b8418775165,Anita Apelthun Sæle,"Sæle, Anita Apelthun",,,,Kristelig Folkeparti,KrF,Ho,Hordaland,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AAS&storrelse=middels,female
d654f8c8-7808-4cb4-958a-c89aebd3282f,Anne Enger,"Enger, Anne",,,,Senterpartiet,Sp,Ak,Akershus,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AEL&storrelse=middels,female
1cd845e6-6914-4179-b70c-8f06ba8b353e,Anne Helen Rui,"Rui, Anne Helen",,,,Arbeiderpartiet,A,Ve,Vestfold,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=RUI&storrelse=middels,female
1a1a2a73-ff04-416b-9f04-0071c37aea98,Anneliese Dørum,"Dørum, Anneliese",,,,Arbeiderpartiet,A,Ak,Akershus,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AD&storrelse=middels,female
a8086580-441b-4486-be8e-2e4577252a18,Annelise Høegh,"Høegh, Annelise",,,,Høyre,H,Os,Oslo,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=ANH&storrelse=middels,female
8762498d-108a-4e3e-b0ca-d469e4461a78,Ansgar Gabrielsen,"Gabrielsen, Ansgar",,,,Høyre,H,VA,Vest-Agder,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AG&storrelse=middels,male
624285c0-2178-47f6-856a-90027e4810e9,Are Næss,"Næss, Are",,,,Kristelig Folkeparti,KrF,Ho,Hordaland,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=ARN&storrelse=middels,male
013e6180-cc36-460a-8a00-edf965ba780e,Arild Hiim,"Hiim, Arild",,,,Høyre,H,Bu,Buskerud,Storting,1993-97,,,,male
a8d0e3ba-0073-4b49-8e24-6b6caed7edc0,Arild Lund,"Lund, Arild",,,,Høyre,H,Ve,Vestfold,Storting,1993-97,,,,male
d9bd4858-274b-43cf-8bc0-c399f41a12f0,Arne Haukvik,"Haukvik, Arne",,,,Senterpartiet,Sp,Os,Oslo,Storting,1993-97,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/ArneHaukvik(Jarvin).jpg,male
3d96f74a-e58c-455c-857a-02591d06284b,Asmund Kristoffersen,"Kristoffersen, Asmund",,,,Arbeiderpartiet,A,MR,Møre og Romsdal,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=ASK&storrelse=middels,male
062dcfc5-c5e0-466a-a328-21c5e6f223c8,Astrid Marie Nistad,"Nistad, Astrid Marie",,,,Arbeiderpartiet,A,SF,Sogn og Fjordane,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AMN&storrelse=middels,female
9e0fb2e2-c3b4-49e3-8bd9-18da374220fd,Aud Blattmann,"Blattmann, Aud",,,,Arbeiderpartiet,A,VA,Vest-Agder,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AUB&storrelse=middels,female
822b5719-cc85-4a0f-94e8-5a762ba1c6be,Aud Gaundal,"Gaundal, Aud",,,,Arbeiderpartiet,A,NT,Nord-Trøndelag,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=AUG&storrelse=middels,female
47e91b46-1a12-400a-b758-d714b2936412,Bent Hegna,"Hegna, Bent",,,,Arbeiderpartiet,A,Te,Telemark,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=BEH&storrelse=middels,male
a76252d5-1a32-40c0-925a-50605094b3a3,Berit Brørby,"Brørby, Berit",,,,Arbeiderpartiet,A,Op,Oppland,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=BB&storrelse=middels,female
6912ee64-35c6-4fb6-97ed-ca30767e9d26,Bjørg Hope Galtung,"Galtung, Bjørg Hope",,,,Senterpartiet,Sp,Ho,Hordaland,Storting,1993-97,,,,female
f78e57df-7c89-4ae3-917c-873d61066a60,Bjørn Hernæs,"Hernæs, Bjørn",,,,Høyre,H,He,Hedmark,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=BJH&storrelse=middels,male
82f0b64a-b45c-4171-af4a-b3b8dc2e4e89,Bjørn Tore Godal,"Godal, Bjørn Tore",,,,Arbeiderpartiet,A,Os,Oslo,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=BTG&storrelse=middels,male
0133f85d-ee23-4c26-bb3f-135ac76c16f8,Brit Hoel,"Hoel, Brit",,,,Arbeiderpartiet,A,AA,Aust-Agder,Storting,1993-97,,,,female
daca1341-82ba-4944-b27c-0c1aed8f20ef,Børre Rønningen,"Rønningen, Børre",,,,Sosialistisk Venstreparti,SV,Te,Telemark,Storting,1993-97,,,,male
c5e70e14-d06a-490c-ace9-b22c1780a889,Carl I. Hagen,"Hagen, Carl I.",,,,Fremskrittspartiet,FrP,Os,Oslo,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=CIH&storrelse=middels,male
2df79089-4958-4edb-905c-f1fa4df64ac0,Dag C. Weberg,"Weberg, Dag C.",,,,Høyre,H,Op,Oppland,Storting,1993-97,,,,male
fe044985-8df3-407c-8125-8eb98b21aee5,Dag Jostein Fjærvoll,"Fjærvoll, Dag Jostein",,,,Kristelig Folkeparti,KrF,No,Nordland,Storting,1993-97,,,,male
e9509f22-f098-4366-be16-dded135250c5,Edvard Grimstad,"Grimstad, Edvard",,,,Senterpartiet,Sp,Øs,Østfold,Storting,1993-97,,,,male
e20132d9-c2ee-4952-a58f-941cfda7c680,Eilef A. Meland,"Meland, Eilef A.",,,,Sosialistisk Venstreparti,SV,Ro,Rogaland,Storting,1993-97,,,,male
f67c36d3-ea79-4d10-bc83-3904205bc549,Einar Olav Skogholt,"Skogholt, Einar Olav",,,,Arbeiderpartiet,A,He,Hedmark,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=EOS&storrelse=middels,male
f3866abd-203b-47ba-97d9-5c401b3b29e4,Einar Steensnæs,"Steensnæs, Einar",,,,Kristelig Folkeparti,KrF,Ro,Rogaland,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=EIS&storrelse=middels,male
a5552e81-62c6-4db2-878c-98f767a20a2a,Eirin Faldet,"Faldet, Eirin",,,,Arbeiderpartiet,A,He,Hedmark,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=ESF&storrelse=middels,female
2033f733-cc26-4474-88ec-584b909abc0e,Eli Sollied Øveraas,"Øveraas, Eli Sollied",,,,Senterpartiet,Sp,MR,Møre og Romsdal,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=ESO&storrelse=middels,female
a029a5d8-21b7-4958-9e3e-6b1a04b4f1fd,Ellen Chr. Christiansen,"Christiansen, Ellen Chr.",,,,Fremskrittspartiet,FrP,Os,Oslo,Storting,1993-97,,,,female
4c13d896-fd23-4e12-8b0d-8cae94ced220,Erik Dalheim,"Dalheim, Erik",,,,Arbeiderpartiet,A,Bu,Buskerud,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=ED&storrelse=middels,male
aee85c92-d86f-42d3-94bc-a299eef7e81d,Erik Solheim,"Solheim, Erik",,SolheimDAC,,Sosialistisk Venstreparti,SV,Os,Oslo,Storting,1993-97,,,http://data.stortinget.no/eksport/personbilde?personid=EGS&storrelse=middels,male
