id,name,surname,party,area,house,term,source,image,email,facebook,twitter
244,BRUNO Donato,BRUNO,Popolo della Libertà,Puglia,Senate,17,http://politici.openpolis.it/politico/donato-bruno/244,http://politici.openpolis.it/politician/picture?content_id=244,"","",""
1519,CIAMPI Carlo Azeglio,CIAMPI,Gruppo per le autonomie-Psi,Senatore a vita,Senate,17,http://politici.openpolis.it/politico/carlo-azeglio-ciampi/1519,http://politici.openpolis.it/politician/picture?content_id=1519,"","",""
274886,AIELLO Pietro,AIELLO,Area Popolare-Ncd-Centristi per l'Italia,Calabria,Senate,17,http://politici.openpolis.it/politico/pietro-aiello/274886,http://politici.openpolis.it/politician/picture?content_id=274886,pieroaiello.regcal@libero.it,http://www.facebook.com/pages/Piero-Aiello/342569845909,""
685864,Airola Alberto,Airola,Movimento 5 stelle,Piemonte,Senate,17,http://politici.openpolis.it/politico/alberto-airola/685864,http://politici.openpolis.it/politician/picture?content_id=685864,albeairo@yahoo.com;alberto.airola@senato.it,https://www.facebook.com/albertoairolam5s,https://twitter.com/#!/AlbertoAirola
341191,Albano Donatella,Albano,Partito Democratico,Liguria,Senate,17,http://politici.openpolis.it/politico/donatella-albano/341191,http://politici.openpolis.it/politician/picture?content_id=341191,donatella.albano@senato.it;donatella.albano@gmail.com,https://www.facebook.com/Albano2013?fref=ts,https://twitter.com/#!/DonatellaAlbano
2,ALBERTINI Gabriele,ALBERTINI,Area Popolare-Ncd-Centristi per l'Italia,Lombardia,Senate,17,http://politici.openpolis.it/politico/gabriele-albertini/2,http://politici.openpolis.it/politician/picture?content_id=2,galbertini@europarl.eu.int;gabriele.albertini@senato.it,"",https://twitter.com/#!/g_albertini
332966,ALICATA Bruno,ALICATA,Forza Italia - Il Popolo Della Libertà - Berlusconi Presidente,Sicilia,Senate,17,http://politici.openpolis.it/politico/bruno-alicata/332966,http://politici.openpolis.it/politician/picture?content_id=332966,bruno.alicata@senato.it,"",""
1454,AMATI Silvana,AMATI,Partito Democratico,Marche,Senate,17,http://politici.openpolis.it/politico/silvana-amati/1454,http://politici.openpolis.it/politician/picture?content_id=1454,silvana.amati@senato.it;s.amati@dsonline.it,"",""
8407,AMIDEI Bartolomeo,AMIDEI,Forza Italia - Il Popolo Della Libertà - Berlusconi Presidente,Veneto,Senate,17,http://politici.openpolis.it/politico/bartolomeo-amidei/8407,http://politici.openpolis.it/politician/picture?content_id=8407,bartolomeo.amidei@senato.it,https://www.facebook.com/profile.php?id=100010332525004&fref=ts,""
175,AMORUSO Francesco Maria,AMORUSO,ALA - Scelta Civica per la Costituente Liberale e Popolare,Puglia,Senate,17,http://politici.openpolis.it/politico/francesco-maria-amoruso/175,http://politici.openpolis.it/politician/picture?content_id=175,AMORUSO_F@camera.it,"",https://twitter.com/Framoruso
