id,name,position_id,position,label,start_date,end_date,ordinal
Q10281021,Felisbelo Firmo de Oliveira Freire,Q10281021-ab54664e-4955-b5f9-2bfb-79d81f1b6834,Q18176438,Minister of Finance,1893-01-01,1894-01-01,0
Q10317356,Leonardo Picciani,Q10317356-1b926a17-45fc-0dd8-e185-caff77a105c2,Q24574297,Minister of Sports,2016-05-12,"",0
Q10370649,Serzedelo Correia,Q10370649-80755756-4156-c561-b6b8-7ac0f5b298ab,Q18176438,Minister of Finance,1892-01-01,1893-01-01,0
Q10370649,Serzedelo Correia,Q10370649-644f0b5d-4353-df40-6615-bf34fb2a0639,Q18176440,Minister of Justice,1892-01-01,1893-01-01,0
Q1791593,Diogo Antônio Feijó,Q1791593-b73624a3-40a7-2559-b5fb-cadbcc688e29,Q18176440,Minister of Justice,"","",0
Q18707957,George Hilton,Q18707957-de1737e6-4727-52f4-a68e-6e518b6d71d5,Q24574297,Minister of Sports,2015-01-01,2016-03-30,0
Q273264,Tancredo Neves,Q273264-CBD683F0-DBE7-48AB-817F-57F152943F2B,Q18176438,Minister of Finance,1962-03-23,1962-05-09,0
Q311185,Afonso Pena,Q311185-64DF2E31-A1CA-456D-88C0-C19411C78AA3,Q83307,minister,"","",0
Q314698,Francisco de Paula Rodrigues Alves,Q314698-CB44ED22-DDDB-4CF5-8737-CB187C58A8BE,Q83307,minister,"","",0
Q382919,Manuel Ferraz de Campos Sales,Q382919-A7DEFB06-7B3E-478A-958B-9CE30BB3EA63,Q83307,minister,"","",0
Q463614,Marta Suplicy,Q463614-0F2F68D8-872B-4957-A08E-24F1C2D736AD,Q2621182,culture minister,"","",0
Q603993,Antonio Palocci,Q603993-2BB48171-BE32-4EC8-BF79-DB0DCEACE1B8,Q5097042,Chief of Staff of Brazil,"","",0
Q6159407,Jaques Wagner,Q6159407-c58686fa-4f65-655d-08ad-046e3270df7b,Q2518691,defence minister,2015-01-01,2015-10-02,0
Q6159407,Jaques Wagner,Q6159407-58fb12ba-4006-5b69-fd3a-c4112af87c81,Q5097042,Chief of Staff of Brazil,2015-10-02,"",0
Q9074685,Sarney Filho,Q9074685-2028d05c-46cd-aa55-1d24-58346ccc7d80,Q30306297,Minister of Natural Environment,2016-05-12,"",0
Q9601942,Alexandre Cassiano do Nascimento,Q9601942-48b1d812-4f11-af94-d64c-77c0db80cce3,Q18176438,Minister of Finance,1894-01-01,1894-01-01,0
Q9601942,Alexandre Cassiano do Nascimento,Q9601942-0b45ac7e-450e-83ba-9607-ee61639550ec,Q18176440,Minister of Justice,1894-01-01,1894-01-01,0
