id,name,surname,party,area,house,term,source,image,email,facebook,twitter
118198,FONTANELLI Paolo,FONTANELLI,Partito Democratico,Toscana,Chamber of Deputies,17,http://politici.openpolis.it/politico/paolo-fontanelli/118198,http://politici.openpolis.it/politician/picture?content_id=118198,fontanelli_p@camera.it,http://www.facebook.com/pages/Paolo-Fontanelli/103031526418786,""
118748,FANUCCI Edoardo,FANUCCI,Partito Democratico,Toscana,Chamber of Deputies,17,http://politici.openpolis.it/politico/edoardo-fanucci/118748,http://politici.openpolis.it/politician/picture?content_id=118748,fanucci_e@camera.it;edoardofanucci@hotmail.it,https://www.facebook.com/edoardo.fanucci.1?fref=ts,https://twitter.com/#!/EdoardoFanucci
119733,SPERANZA Roberto,SPERANZA,Partito Democratico,Basilicata,Chamber of Deputies,17,http://politici.openpolis.it/politico/roberto-speranza/119733,http://politici.openpolis.it/politician/picture?content_id=119733,r.speranza@partitodemocratico.it;SPERANZA_R@CAMERA.IT,http://www.facebook.com/robersperanza,https://twitter.com/#!/robersperanza
119774,PLACIDO Antonio,PLACIDO,Sinistra Italiana-Sinistra ecologia e libertà,Basilicata,Chamber of Deputies,17,http://politici.openpolis.it/politico/antonio-placido/119774,http://politici.openpolis.it/politician/picture?content_id=119774,PLACIDO_A@CAMERA.IT,"",""
12,BOSSI Umberto,BOSSI,Lega Nord e autonomie,Lombardia 2,Chamber of Deputies,17,http://politici.openpolis.it/politico/umberto-bossi/12,http://politici.openpolis.it/politician/picture?content_id=12,BOSSI_U@CAMERA.IT,"",""
120760,PAGANI Alberto,PAGANI,Partito Democratico,Emilia-Romagna,Chamber of Deputies,17,http://politici.openpolis.it/politico/alberto-pagani/120760,http://politici.openpolis.it/politician/picture?content_id=120760,PAGANI_A@CAMERA.IT,https://www.facebook.com/alberto.pagani.5?fref=ts,""
120799,MAESTRI Andrea,MAESTRI,Gruppo Misto,Emilia-Romagna,Chamber of Deputies,17,http://politici.openpolis.it/politico/andrea-maestri/120799,http://politici.openpolis.it/politician/picture?content_id=120799,"","",""
122285,INCERTI Antonella,INCERTI,Partito Democratico,Emilia-Romagna,Chamber of Deputies,17,http://politici.openpolis.it/politico/antonella-incerti/122285,http://politici.openpolis.it/politician/picture?content_id=122285,info@antonellaincerti.com;INCERTI_A@CAMERA.IT,https://www.facebook.com/antonella.incerti.3?fref=ts,https://twitter.com/#!/antoincerti
124341,MINNUCCI Emiliano,MINNUCCI,Partito Democratico,Lazio 1,Chamber of Deputies,17,http://politici.openpolis.it/politico/emiliano-minnucci/124341,http://politici.openpolis.it/politician/picture?content_id=124341,MINNUCCI_E@CAMERA.IT,https://www.facebook.com/emiliano.minnucci?fref=ts,https://twitter.com/#!/eminnucci
125686,PISO Vincenzo,PISO,Gruppo Misto,Lazio 2,Chamber of Deputies,17,http://politici.openpolis.it/politico/vincenzo-piso/125686,http://politici.openpolis.it/politician/picture?content_id=125686,PISO_V@CAMERA.IT,https://www.facebook.com/vincenzo.piso?fref=ts,https://twitter.com/#!/vincenzopiso
