id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
2f5ad02d-cbb6-41d4-b6c1-239709109420,Anne Paulin,Anne Paulin,anne.paulin@ft.dk,paulin_anne,AnnePaulin2,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,area/western_jutland,Western Jutland,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Anne%20Paulin/Anne_Paulin_133.jpg.ashx,female,Q23894956
e482d853-f396-4983-bc4f-a0b1d8a972d2,Bjarne Corydon,Bjarne Corydon,bjarne.corydon@ft.dk,,corydonbjarne,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,area/south_jutland,South Jutland,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/S/Bjarne_Fog_Corydon/Bjarne_Fog_Corydonx133.jpg.ashx,male,Q879350
b9a4a1f5-b79c-4681-be95-e5296e27a795,Carsten Kudsk,Carsten Kudsk,carsten.kudsk@ft.dk,,,The Danish People's Party,43EDF0DA-E8FB-44A6-8482-B5B2047234CB,area/funen,Funen,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/DF/Carsten%20Kudsk/Carsten_Kudsk_133.jpg.ashx,male,Q29227736
fdde2375-79d9-4110-b139-910a7ebcf9bc,Christine Antorini,Christine Antorini,christine.antorini@ft.dk,Antorini123,,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,area/north_zealand,North Zealand,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Christine%20Antorini/Christine_Antorini_133.jpg.ashx,female,Q531054
72911273-3fb1-484f-9d34-cbdeb074bdd4,Danny K. Malkowski,Danny K. Malkowski,danny.malkowski@ft.dk,,,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,area/copenhagen,Copenhagen,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Danny%20K%20Malkowski/Danny_K_Malkowski_133.jpg.ashx,male,Q28167615
719ebcf5-843c-46bf-8dd4-c7a812a78e8f,Emrah Tuncer,Emrah Tuncer,emrah.tuncer@ft.dk,,,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,area/zealand,Zealand,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Emrah%20Tuncer/Emrah_Tuncer_133.jpg.ashx,male,Q29227815
457e85e8-2eab-4cce-b407-2c0b79b8118a,Hans Christian Thoning,Hans Christian Thoning,hans.thoning@ft.dk,,,The Liberal Party,63F84EAA-8483-4115-A775-009467AF1593,area/south_jutland,South Jutland,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/V/Hans_Christian_Thoning/Hans_Christian_Thoningx133.jpg.ashx,male,Q12315278
e06ef10a-a26f-46d5-80e7-3cc3f20a5ec7,Helle Thorning-Schmidt,Helle Thorning-Schmidt,helle.thorning-schmidt@ft.dk,HelleThorning_S,hellethorningschmidt,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,area/copenhagen,Copenhagen,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Helle%20Thorning-Schmidt/Helle_Thorning-Schmidt_133.jpg.ashx,female,Q57652
7e620d4a-469b-459e-bb1f-ced82174751e,Jeppe Bruus,Jeppe Bruus,jeppe.bruus@ft.dk,JeppeBruus,,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,area/greater_copenhagen,Greater Copenhagen,Folketing,2015,,,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/S/Jeppe_Bruus/Jeppe_Bruus_133.jpg.ashx,male,Q12319515
7bb67570-fa0f-4e10-aa02-09bd9cb3ecce,Johannes Lebech,Johannes Lebech,johannes.lebech@ft.dk,,,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,area/western_jutland,Western Jutland,Folketing,2015,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Johanneslebech.JPG,male,Q2037525
