id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
1450cac9-11cc-466a-8956-1b3320b63146,Aghvan Vardanyan,Aghvan Vardanyan,aghvan.vardanyan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1185,,
2dd3c81d-20c0-44c9-a663-587c700bba7a,Alik Sargsyan,Alik Sargsyan,alik.sargsyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1226,,
e674374a-1e2c-4473-8cd3-c2393aad5b04,Andranik Harutyunyan,Andranik Harutyunyan,andranik.harutyunyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1235,,
a3742413-151a-451c-aee4-d082fdcd1719,Andranik Karapetyan,Andranik Karapetyan,andranik.karapetyan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1257,,
e0a27a1a-82a1-4641-ade2-12224b4675db,Ara Babloyan,Ara Babloyan,speaker@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1159,,
429f050c-f1fb-449e-841d-992688423ad4,Araik Hovhannisyan,Araik Hovhannisyan,araik.hovhannisyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1220,,
86009bf8-c32f-49d6-bcab-1039fd40604c,Aram Harutyunyan,Aram Harutyunyan,aram.harutyunyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1236,,
d6138e5e-53bf-4f95-b5e1-c1c89587d246,Aram Sargsyan,Aram Sargsyan,aram.sargsyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1164,,
f97ec660-30cd-4caf-9fc4-ed14d5236409,Ararat Mirzoyan,Ararat Mirzoyan,ararat.mirzoyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1258,,
26dd3b08-fba0-4ee4-89f3-cf8f2fd69667,Ararat Zourabyan,Ararat Zourabyan,ararat.zourabyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1206,,
b4cd78fd-060b-4038-bff5-e0f75ad3c9c2,Arayik Aghababyan,Arayik Aghababyan,arayik.aghababyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1259,,
ae541002-a96b-499d-866c-3cd488512e2a,Arayik Grigoryan,Arayik Grigoryan,araik.grigoryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1224,,
07aeec5c-7942-4229-b59b-875a0b794365,Argam Abrahamyan,Argam Abrahamyan,argam.abrahamyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1254,,
fbfcc4a2-b256-40f0-a4fd-53c42fee922e,Arkadi Hambardzoumyan,Arkadi Hambardzoumyan,arkadi.hambardzumyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1234,,
dfa3c206-7d5d-4f2e-a041-c93fb53a9886,Arman Saghatelyan,Arman Saghatelyan,arman.saghatelyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1187,,
a7de6afd-fda2-4759-9c71-9eda827b8177,Arman Sahakyan,Arman Sahakyan,arman.sahakyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1237,,
6d531a90-45db-4670-9816-e537c2fb84ac,Armen Ashotyan,Armen Ashotyan,ashotyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1160,,
e4693aa9-5c91-477a-a8f7-1b68f1b4d800,Armen Babayan,Armen Babayan,armen.babayan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1190,,
8e85561e-034c-4b68-95aa-578c47542df0,Armen Rustamyan,Armen Rustamyan,a.rustamyan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1183,,
4cf8faa2-ad1d-4c7d-bb6e-75a695a42fce,Armenuhi Kyureghyan,Armenuhi Kyureghyan,armenuhi.kyureghyan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1188,,
57699b23-59c6-46d5-bbba-b593ac69a182,Arpine Hovhannisyan,Arpine Hovhannisyan,arpine.hovhannisyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1158,,
dc7dd753-73a3-4591-9bfa-c2a9d56da77b,Arsen Mikhailov,Arsen Mikhailov,arsen.mikhailov@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1199,,
9747685e-1c07-4236-a97f-b61a485baeb0,Artak Sargsyan,Artak Sargsyan,sargsyan.artak@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1216,,
33cf9703-e298-414b-a4a6-f3a1e5921059,Artak Zeynalyan,Artak Zeynalyan,artak.zeynalyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1172,,
125e4c33-c503-4fdf-908b-38454390114e,Artashes Geghamyan,Artashes Geghamyan,artashes.geghamyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1177,,
fee7391a-a0fe-4ea5-af62-3353ecc80315,Artsvik Minasyan,Artsvik Minasyan,minasyana@parliament.am,,,Armenian Revolutionary Federation,ARF,area/120,120,National Assembly,6,,2016-02-25,http://parliament.am/photo.php?source=deputy&size=big&id=1129,male,Q4294018
51349dd2-e2dd-401f-8841-7f73ce0ef2a1,Artur Gevorgyan,Artur Gevorgyan,a.gevorgyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1218,,
1f3f4ee1-c6dd-4895-a0ad-0dc86c0d1a4a,Artur Manukyan,Artur Manukyan,artur.manukyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1209,,
e55dc3e8-3a74-4af1-97b9-467884af2f7a,Ashot Arsenyan,Ashot Arsenyan,ashot.arsenyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1239,,
3561ae7b-954f-4758-9952-07afbe8366f2,Avet Sargsyan,Avet Sargsyan,avet.sargsyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1240,,
a697964b-3d74-47f6-84d0-3685094a4d1d,David Manukyan,David Manukyan,davit.manukyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1247,,
19269e3a-6ea9-45c5-989e-b3b61a16fe48,Edmon Marukyan,Edmon Marukyan,edmon.marukyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1161,,
bc61fba8-6934-47e2-81c1-57516f816462,Eduard Sharmazanov,Eduard Sharmazanov,eduard.sharmazanov@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1162,,
212dbaf6-5c79-4ac1-ac92-7be7ac3045a5,Feliks Tsolakyan,Feliks Tsolakyan,feliks.tsolakyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1238,,
02d1ae87-9430-4ac7-beed-9d21b33e9b69,Gagik Melikyan,Gagik Melikyan,gagik.melikyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1191,,
952b294b-3be6-41e3-90a1-5873f25aacb7,Gagik Minasyan,Gagik Minasyan,gem07@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1170,,
c336a88a-e0f7-423b-b6f0-3a7805dd1c38,Gagik Tsarukyan,Gagik Tsarukyan,gagik.tsarukyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1196,,
8e8b59d6-09cf-4c0a-9e8c-18c682cfaef0,Galust Sahakyan,Galust Sahakyan,g.sahakyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1168,,
0dc190bd-5a72-4d57-890a-72c8c97bb4d9,Gevorg Gorgisyan,Gevorg Gorgisyan,gevorg.gorgisyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1255,,
e23f9c10-da49-4c60-8452-27b3274fac9b,Gevorg Kostanyan,Gevorg Kostanyan,gevorg.kostanyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1184,,
9a68b0bb-388c-476f-bf09-806f06aab9b2,Gevorg Petrosyan,Gevorg Petrosyan,gevorg.petrosyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,2017-05-30,,http://parliament.am/photo.php?source=deputy&size=big&id=1264,,
58cbc58e-a208-464b-a3ba-a978e05181cc,Grigor Avalyan,Grigor Avalyan,grigor.avalyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1241,,
b6372c06-be9a-4ad6-a23b-50144f326f28,Hakob Beglaryan,Hakob Beglaryan,hakob.beglaryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1222,,
4f8cdff7-aea3-418d-82cc-7da8e5166cb2,Hakob Hakobyan,Hakob Hakobyan,hakob.hakobyanr@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1231,,
1547cafe-9061-4312-93d2-cbba92420351,Hakob Nazaryan,Hakob Nazaryan,hakob.nazaryan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,2017-05-30,,http://parliament.am/photo.php?source=deputy&size=big&id=1265,,
faa92903-8ac7-48b3-9233-b6ebb46c2ae1,Harutyun Karapoghosyan,Harutyun Karapoghosyan,harutyun.karapoghosyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1223,,
82fc2f8f-ef18-4f92-8221-cf8973c63f65,Hayk Babukhanyan,Hayk Babukhanyan,hayk.babukhanyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1180,,
1b356f5e-1015-4b54-ad75-a4afcc6de93a,Hermine Naghdalyan,Hermine Naghdalyan,hermineh.naghdalyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1169,,
09502a06-8043-48cd-852e-28ea3474688a,Hrant Madatyan,Hrant Madatyan,hrant.madatyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1243,,
9cb18a12-4411-4283-8178-01250498aa1c,Hrayr Tovmasyan,Hrayr Tovmasyan,hrayr.tovmasyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1173,,
c54100f4-534d-4a64-9ffe-53c4ee874b77,Ishkhan Zakaryan,Ishkhan Zakaryan,ishkhan.zakaryan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1197,,
2f09060e-3e14-477e-965e-a61725641fd7,Iveta Tonoyan,Iveta Tonoyan,iveta.tonoyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1208,,
7f9c962d-ab48-4b1a-ac0f-083de75d8da1,Jemma Baghdasaryan,Jemma Baghdasaryan,jemma.baghdasaryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1182,,
b007f314-242c-4069-8d81-8483c7e46382,Karen Avagyan,Karen Avagyan,avagyan@paliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1166,,
d34c487d-8015-40ed-9491-49fa55711ece,Karen Bekaryan,Karen Bekaryan,karen.bekaryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1192,,
0290ae42-d532-485e-9eca-36225c2bc424,Karen Karapetyan,Karen Karapetyan,karen.karapetyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1232,,
64eff089-7171-42e3-a074-85eab920e142,Karine Atshemyan,Karine Atshemyan,k.adzhemyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1194,,
e323f71f-6f02-40f5-9d58-634729cb21ea,Karine Poghosyan,Karine Poghosyan,karine.poghosyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1213,,
5db748d3-c868-4176-b45b-c374dafd6758,Khosrov Harutyunyan,Khosrov Harutyunyan,khosrov.harutyunyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1178,,
44157d11-fbd1-493c-9f45-f56940328b6d,Knyaz Hasanov,Knyaz Hasanov,knyaz.hasanov@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1200,,
a8be6cc3-122c-4aed-8042-449166e9998e,Koryun Nahapetyan,Koryun Nahapetyan,knahapetyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1221,,
8a725e81-5cf9-47d7-aedd-83626ebba556,Lena Nazaryan,Lena Nazaryan,lena.nazaryan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1175,,
874a02c7-e333-4753-ae6c-096df47d11fe,Luiza Sargsyan,Luiza Sargsyan,luiza.sargsyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1210,,
14e53ac9-91c7-4f3a-80c8-b2c32b519ba2,Mane Tandilyan,Mane Tandilyan,mane.tandilyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1246,,
be6e1647-88a8-46bc-8751-be1860c8ee30,Manvel Badeyan,Manvel Badeyan,manvel.badeyan@parliament.am,,,Republican,RPA,area/022,022,National Assembly,6,,2016-06-02,http://parliament.am/photo.php?source=deputy&size=big&id=1013,male,
e4dbdb7a-609f-4c0a-948b-caf193684a45,Manvel Grigoryan,Manvel Grigoryan,m.grigoryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1176,,
53da2f89-fd4f-446e-acb9-3d07ad9acffb,Margarit Yesayan,Margarit Yesayan,margarit.yesayan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1163,,
a0861f76-912a-413b-9371-4a820d0a843b,Marina Margaryan,Marina Margaryan,marina.margaryan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1215,,
a74ba43d-7600-42b6-942c-047989cdc317,Melik Manukyan,Melik Manukyan,melik.manukyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1248,,
ee8369f5-00a5-44cd-bec1-c7a63b7f67b3,Merouzhan Simonyan,Merouzhan Simonyan,merouzhan.simonyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1252,,
ff87a6d8-3e57-4b21-b2ac-b63cc045f127,Mihran Hakobyan,Mihran Hakobyan,mihran.hakobyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1186,,
6e8ba4ca-f1f5-487d-9204-a651bf10e773,Mihran Poghosyan,Mihran Poghosyan,mihran.poghosyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1205,,
ee92a95d-fcec-497a-a849-3cab507035fb,Mikayel Melkumyan,Mikayel Melkumyan,mikael.melkumyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1204,,
5d75ad39-a760-4489-a919-b81f1e364715,Murad Muradyan,Murad Muradyan,murad.muradyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1225,,
5d5f424f-f773-4df3-9952-d9bb93357980,Nahapet Gevorgyan,Nahapet Gevorgyan,nahapet.gevorkyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1227,,
65b8f863-58ae-4734-b7a7-7b242239a962,Naira Zohrabyan,Naira Zohrabyan,nz@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1201,,
3a61b7f2-02b9-4b36-8e88-744e7b453b14,Nairi Sahakyan,Nairi Sahakyan,nairi.sahakyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1229,,
8820f25c-add4-4fac-be58-b96e144c6e95,Napoleon Azizyan,Napoleon Azizyan,napoleon.azizyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1253,,
7424132d-48e5-46c2-ab43-c92693e5589a,Nikol Pashinyan,Nikol Pashinyan,nikolpashinyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1260,,
d6bb74ac-b443-4d41-993f-a322eda798f1,Nora Arustamyan,Nora Arustamyan,,,,Tsarukyan,TSAR,,,National Assembly,6,2017-05-30,,http://parliament.am/photo.php?source=deputy&size=big&id=1266,,
e0378a36-c458-4757-bfc0-085b32b6b280,Rafik Grigoryan,Rafik Grigoryan,rafik.grigoryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1230,,
268929f4-c959-4b67-b902-0e7b0ee92111,Robert Sargsyan,Robert Sargsyan,robert.sargsyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1202,,
3a634bd6-df00-4219-8d47-272bf7616f51,Romik Manukyan,Romik Manukyan,romik.manukyan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1261,,
06ea16ee-bb6b-4e55-ba7e-ec3e36ef682e,Rubik Hakobyan,Rubik Hakobyan,ruben.hakobyan@parliament.am,,,Heritage,H,area/126,126,National Assembly,6,,2013-10-22,http://parliament.am/photo.php?source=deputy&size=big&id=1136,male,Q4059758
06ea16ee-bb6b-4e55-ba7e-ec3e36ef682e,Rubik Hakobyan,Rubik Hakobyan,ruben.hakobyan@parliament.am,,,Heritage,H,area/126,126,National Assembly,6,,2014-02-03,http://parliament.am/photo.php?source=deputy&size=big&id=1136,male,Q4059758
06ea16ee-bb6b-4e55-ba7e-ec3e36ef682e,Rubik Hakobyan,Rubik Hakobyan,ruben.hakobyan@parliament.am,,,Heritage,H,area/126,126,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1136,male,Q4059758
4f6ff51c-cc60-43aa-80b7-fa0154a4ec94,Rustam Makhmudyan,Rustam Makhmudyan,rustam.makhmudyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1198,,
62e8f2b3-9fcc-4493-a792-0b2314ef7192,Ruzanna Muradyan,Ruzanna Muradyan,ruzanna.muradyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1189,,
e134d2b6-72e9-4528-aa4b-52183efcf385,Samvel Aleksanyan,Samvel Aleksanyan,samvel.aleksanyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1219,,
a66d7ee3-8f87-4ea7-a5fe-ec8320a61fe1,Samvel Farmanyan,Samvel Farmanyan,farmanyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1165,,
44e0d9ad-6b26-49b7-8f16-035a7e651bb4,Samvel Nikoyan,Samvel Nikoyan,samvel.nikoyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1171,,
a1314b9e-4449-4389-a89b-25b28f8a2511,Sasun Mikayelyan,Sasun Mikayelyan,sasun.mikayelyan@parliament.am,,,Way Out,WO,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1167,,
49d8d7cb-5496-452e-b852-7a9bac54c783,Sedrak Saroyan,Sedrak Saroyan,sedrak.saroyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1228,,
1779f8da-d401-40b6-9158-5e4ffa3fd891,Sergey Bagratyan,Sergey Bagratyan,sergey.bagratyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1214,,
1d22abce-57b2-4bd1-8f33-746685f5a635,Shake Isayan,Shake Isayan,shaqe.isayan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1217,,
4812fe30-2c7d-4ac9-a811-92a94a46b1fb,Shirak Torosyan,Shirak Torosyan,shirak.torosyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1193,,
b4051329-e31d-440f-88b6-9700ddde90c8,Shushan Petrosyan,Shushan Petrosyan,shushan.petrosyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1174,,
b774faf2-ba6c-4ffc-9b08-fe23c0a85403,Shushan Sardaryan,Shushan Sardaryan,shushan.sardaryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1179,,
bc66b373-4adf-463f-b221-b6d4f3206551,Suren Manukyan,Suren Manukyan,suren.manukyan@parliament.am,,,Armenian Revolutionary Federation,ARF,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1263,,
ab2f5c02-2bf1-4cc8-bcae-e05230874c24,Tatyana Mikaelyan,Tatyana Mikaelyan,tatyana.mikaelyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1195,,
b5950bdc-fcdd-4375-be13-5007ee598932,Tigran Stepanyan,Tigran Stepanyan,tigran.stepanyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1256,,
5a0b766e-a38c-451a-bccb-2e2f79816003,Tigran Urikhanyan,Tigran Urikhanyan,tigran.urikhanyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1207,,
31049c03-372b-4a01-ba20-12a93faa783a,Vahan Harutyunyan,Vahan Harutyunyan,vahan.harutyunyan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1181,,
52f64b40-9e02-475b-ba10-6f66701c824b,Vahan Karapetyan,Vahan Karapetyan,vahan.karapetyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1245,,
64e89936-b0ce-4b0e-80cf-36e5b094b6e7,Vahe Enfiajyan,Vahe Enfiajyan,enfiajyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1211,,
cac2db26-35d3-4f5f-bec6-cac955da2dc5,Vahram Baghdasaryan,Vahram Baghdasaryan,vahram.baghdasaryan@parliament.am,,,Republican,RPA,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1233,,
3b62975e-6c75-4dc5-b431-19df7b80b8e5,Vanik Asatryan,Vanik Asatryan,vanik.asatryan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1244,,
7d9558fe-c6b3-43fc-aaad-6146e19e8c3b,Vardan Bostanjyan,Vardan Bostanjyan,vardan.bostanjyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1203,,
61bcc980-718c-49e3-bb67-868ffa126a96,Vardan Ghukasyan,Vardan Ghukasyan,vardan.ghukasyan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1251,,
f58171bf-f2a5-4af6-995f-7adedf7d216f,Vardevan Grigoryan,Vardevan Grigoryan,vardevan.grigoryan@parliament.am,,,Tsarukyan,TSAR,,,National Assembly,6,,,http://parliament.am/photo.php?source=deputy&size=big&id=1250,,
